sentence_id,original_text,token,lang_id,auto_pos,has_english,en_ratio
6,如果可以俾你重新投胎 你會揀做Donald Trump定係Elon Musk?,定係,ZH,CCONJ,True,0.3125
6,如果可以俾你重新投胎 你會揀做Donald Trump定係Elon Musk?,Elon,EN,NOUN,True,0.3125
6,如果可以俾你重新投胎 你會揀做Donald Trump定係Elon Musk?,Musk,EN,PART,True,0.3125
6,如果可以俾你重新投胎 你會揀做Donald Trump定係Elon Musk?,?,EN,PUNCT,True,0.3125
7,你係現實版嘅Iron Man,你,ZH,PRON,True,0.2857142857142857
7,你係現實版嘅Iron Man,係,ZH,VERB,True,0.2857142857142857
7,你係現實版嘅Iron Man,現實,ZH,ADJ,True,0.2857142857142857
7,你係現實版嘅Iron Man,版,ZH,NOUN,True,0.2857142857142857
7,你係現實版嘅Iron Man,嘅,ZH,PART,True,0.2857142857142857
7,你係現實版嘅Iron Man,Iron,EN,NOUN,True,0.2857142857142857
7,你係現實版嘅Iron Man,Man,EN,NOUN,True,0.2857142857142857
8,見成日有人問，試下SUMMARIZE 下,見,ZH,VERB,True,0.1
8,見成日有人問，試下SUMMARIZE 下,成日,ZH,ADV,True,0.1
8,見成日有人問，試下SUMMARIZE 下,有,ZH,VERB,True,0.1
8,見成日有人問，試下SUMMARIZE 下,人,ZH,NOUN,True,0.1
8,見成日有人問，試下SUMMARIZE 下,問,ZH,VERB,True,0.1
8,見成日有人問，試下SUMMARIZE 下,，,ZH,PUNCT,True,0.1
8,見成日有人問，試下SUMMARIZE 下,試,ZH,VERB,True,0.1
8,見成日有人問，試下SUMMARIZE 下,下,ZH,PART,True,0.1
8,見成日有人問，試下SUMMARIZE 下,SUMMARIZE,EN,VERB,True,0.1
8,見成日有人問，試下SUMMARIZE 下,下,ZH,PART,True,0.1
9,我bookmark左依間啦生日正日去食,我,ZH,PRON,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,bookmark,EN,VERB,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,左,ZH,ADV,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,依間,ZH,ADV,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,啦,ZH,NOUN,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,生日,ZH,NOUN,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,正日,ZH,ADV,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,去,ZH,VERB,True,0.1111111111111111
9,我bookmark左依間啦生日正日去食,食,ZH,VERB,True,0.1111111111111111
10,最後酒店upgrade左我地+4晚酒店錢都free,最後,ZH,ADV,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,酒店,ZH,NOUN,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,upgrade,EN,ADJ,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,左,ZH,ADV,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,我,ZH,PRON,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,地+,ZH,ADV,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,4,EN,ADJ,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,晚,ZH,ADJ,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,酒店,ZH,NOUN,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,錢,ZH,NOUN,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,都,ZH,ADV,True,0.25
10,最後酒店upgrade左我地+4晚酒店錢都free,free,EN,ADJ,True,0.25
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,大把,ZH,NUM,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,香港人,ZH,NOUN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,喺,ZH,ADP,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,尖沙咀,ZH,PROPN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,呢,ZH,PART,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,啲,ZH,NOUN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,地方,ZH,NOUN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,，,ZH,PUNCT,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,人多,ZH,NOUN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,到,ZH,PART,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,講,ZH,VERB,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,借借,ZH,VERB,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,excuse,EN,NOUN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,me,EN,NOUN,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,都,ZH,ADV,True,0.125
11,大把香港人喺尖沙咀呢啲地方，人多到講借借excuse me都冇用,冇用,ZH,AUX,True,0.125
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,仲,ZH,NOUN,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,cut,EN,VERB,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,埋,ZH,PART,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,東北/,ZH,VERB,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,長野新潟,ZH,NOUN,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,pass,EN,NOUN,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,焗,ZH,VERB,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,你,ZH,PRON,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,上全東,ZH,VERB,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,日本,ZH,PROPN,True,0.2727272727272727
12,仲cut 埋東北/長野新潟pass 焗你上全東日本pass,pass,EN,X,True,0.2727272727272727
13,btw 成個塗裝好似大雜燴咁,btw,EN,VERB,True,0.2
13,btw 成個塗裝好似大雜燴咁,成個,ZH,PART,True,0.2
13,btw 成個塗裝好似大雜燴咁,塗裝,ZH,NOUN,True,0.2
13,btw 成個塗裝好似大雜燴咁,好似,ZH,VERB,True,0.2
13,btw 成個塗裝好似大雜燴咁,大雜燴咁,ZH,ADV,True,0.2
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,其實,ZH,ADV,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,他,ZH,ADV,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,可以,ZH,AUX,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,先飛南方,ZH,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,再,ZH,ADV,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,deal,EN,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,with,EN,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,BA,EN,NOUN,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,staff,EN,NOUN,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,要求,ZH,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,賠償嘛，很多,ZH,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,時候,ZH,NOUN,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,都,ZH,ADV,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,可以,ZH,AUX,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,事後,ZH,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,得到,ZH,VERB,True,0.23529411764705882
14,其實他可以先飛南方再deal with BA staff要求賠償嘛，很多時候都可以事後得到賠償的,賠償的,ZH,X,True,0.23529411764705882
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,罵地勤,ZH,NOUN,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,根本,ZH,ADV,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,沒,ZH,ADV,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,有用,ZH,ADJ,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,，,ZH,PUNCT,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,因為,ZH,CCONJ,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,要,ZH,AUX,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,因應,ZH,VERB,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,different,EN,NOUN,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,offers,EN,NOUN,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,而,ZH,CCONJ,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,擬定,ZH,VERB,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,不同,ZH,ADP,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,賠償,ZH,VERB,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,，,ZH,PUNCT,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,當時,ZH,ADV,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,根本,ZH,ADV,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,不,ZH,ADV,True,0.10526315789473684
15,罵地勤根本沒有用，因為要因應different offers 而擬定不同賠償，當時根本不可能,可能,ZH,AUX,True,0.10526315789473684
16,大日子會repost story加上黃藍都用到嘅字句,大,ZH,ADJ,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,日子,ZH,NOUN,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,會,ZH,AUX,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,repost,EN,VERB,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,story,EN,NOUN,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,加上,ZH,ADV,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,黃藍都,ZH,NOUN,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,用到,ZH,VERB,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,嘅,ZH,PART,True,0.2
16,大日子會repost story加上黃藍都用到嘅字句,字句,ZH,NOUN,True,0.2
17,我噚日去咗个party，超high。,我,ZH,PRON,True,0.2222222222222222
17,我噚日去咗个party，超high。,噚日,ZH,ADV,True,0.2222222222222222
17,我噚日去咗个party，超high。,去,ZH,VERB,True,0.2222222222222222
17,我噚日去咗个party，超high。,咗,ZH,PART,True,0.2222222222222222
17,我噚日去咗个party，超high。,个,ZH,PROPN,True,0.2222222222222222
17,我噚日去咗个party，超high。,party,EN,NOUN,True,0.2222222222222222
17,我噚日去咗个party，超high。,，超,ZH,NUM,True,0.2222222222222222
17,我噚日去咗个party，超high。,high,EN,NOUN,True,0.2222222222222222
17,我噚日去咗个party，超high。,。,ZH,PUNCT,True,0.2222222222222222
18,你喺度做緊乜？點解唔call我？,你,ZH,PRON,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,喺度,ZH,ADP,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,做,ZH,VERB,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,緊,ZH,NOUN,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,乜,ZH,PRON,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,？,ZH,PUNCT,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,點解,ZH,PRON,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,唔,ZH,ADV,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,call,EN,VERB,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,我,ZH,PRON,True,0.09090909090909091
18,你喺度做緊乜？點解唔call我？,？,ZH,PUNCT,True,0.09090909090909091
19,呢個app真係好chur，仲要register。,呢,ZH,PART,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,個,ZH,NOUN,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,app,EN,NOUN,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,真係,ZH,ADV,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,好,ZH,ADV,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,chur,EN,NOUN,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,，仲要,ZH,VERB,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,register,EN,NOUN,True,0.3333333333333333
19,呢個app真係好chur，仲要register。,。,ZH,PUNCT,True,0.3333333333333333
20,我哋今日要plan一下,我哋,ZH,PRON,True,0.16666666666666666
20,我哋今日要plan一下,今日,ZH,ADV,True,0.16666666666666666
20,我哋今日要plan一下,要,ZH,AUX,True,0.16666666666666666
20,我哋今日要plan一下,plan,EN,VERB,True,0.16666666666666666
20,我哋今日要plan一下,一,ZH,NUM,True,0.16666666666666666
20,我哋今日要plan一下,下,ZH,PART,True,0.16666666666666666
21,明明第一個map好地地,明明,ZH,VERB,True,0.16666666666666666
21,明明第一個map好地地,第一,ZH,NUM,True,0.16666666666666666
21,明明第一個map好地地,個,ZH,NOUN,True,0.16666666666666666
21,明明第一個map好地地,map,EN,NOUN,True,0.16666666666666666
21,明明第一個map好地地,好,ZH,ADJ,True,0.16666666666666666
21,明明第一個map好地地,地地,ZH,ADJ,True,0.16666666666666666
22,尾果句夠 第一句可以delete,尾果,ZH,NOUN,True,0.14285714285714285
22,尾果句夠 第一句可以delete,句,ZH,NOUN,True,0.14285714285714285
22,尾果句夠 第一句可以delete,夠,ZH,VERB,True,0.14285714285714285
22,尾果句夠 第一句可以delete,第一,ZH,NUM,True,0.14285714285714285
22,尾果句夠 第一句可以delete,句,ZH,NOUN,True,0.14285714285714285
22,尾果句夠 第一句可以delete,可以,ZH,AUX,True,0.14285714285714285
22,尾果句夠 第一句可以delete,delete,EN,VERB,True,0.14285714285714285
23,亂食嘢食煙飲酒生cancer,亂,ZH,ADJ,False,0.0
23,亂食嘢食煙飲酒生cancer,食嘢,ZH,VERB,False,0.0
23,亂食嘢食煙飲酒生cancer,食煙,ZH,NOUN,False,0.0
23,亂食嘢食煙飲酒生cancer,飲酒,ZH,VERB,False,0.0
23,亂食嘢食煙飲酒生cancer,生cancer,ZH,X,False,0.0
24,無限 parts 同技術，由軸心國盟友供應,無限,ZH,ADJ,True,0.16666666666666666
24,無限 parts 同技術，由軸心國盟友供應,parts,EN,NOUN,True,0.16666666666666666
24,無限 parts 同技術，由軸心國盟友供應,同技術，由,ZH,ADP,True,0.16666666666666666
24,無限 parts 同技術，由軸心國盟友供應,軸心國,ZH,PROPN,True,0.16666666666666666
24,無限 parts 同技術，由軸心國盟友供應,盟友,ZH,NOUN,True,0.16666666666666666
24,無限 parts 同技術，由軸心國盟友供應,供應,ZH,VERB,True,0.16666666666666666
25,其實想一個球員keep到幾多年,其實,ZH,ADV,True,0.1111111111111111
25,其實想一個球員keep到幾多年,想,ZH,VERB,True,0.1111111111111111
25,其實想一個球員keep到幾多年,一,ZH,NUM,True,0.1111111111111111
25,其實想一個球員keep到幾多年,個,ZH,NOUN,True,0.1111111111111111
25,其實想一個球員keep到幾多年,球員,ZH,NOUN,True,0.1111111111111111
25,其實想一個球員keep到幾多年,keep,EN,NOUN,True,0.1111111111111111
25,其實想一個球員keep到幾多年,到,ZH,PART,True,0.1111111111111111
25,其實想一個球員keep到幾多年,幾多,ZH,PRON,True,0.1111111111111111
25,其實想一個球員keep到幾多年,年,ZH,NOUN,True,0.1111111111111111
26,我心諗你嗰隻係apple watch 點打開,我,ZH,PRON,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,心諗,ZH,VERB,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,你,ZH,PRON,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,嗰隻,ZH,PRON,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,係,ZH,VERB,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,apple,EN,ADJ,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,watch,EN,ADP,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,點,ZH,PRON,True,0.2222222222222222
26,我心諗你嗰隻係apple watch 點打開,打開,ZH,VERB,True,0.2222222222222222
27,對我Professor死心塌地係我做過最好嘅投資,對,ZH,ADP,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,我,ZH,PRON,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,Professor,EN,NOUN,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,死,ZH,VERB,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,心塌地係,ZH,ADV,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,我,ZH,PRON,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,做,ZH,VERB,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,過,ZH,PART,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,最好,ZH,ADV,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,嘅,ZH,PART,True,0.09090909090909091
27,對我Professor死心塌地係我做過最好嘅投資,投資,ZH,VERB,True,0.09090909090909091
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,要為,ZH,VERB,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,你,ZH,PRON,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,前途,ZH,NOUN,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,着想,ZH,VERB,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,幫,ZH,VERB,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,你,ZH,PRON,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,搞,ZH,VERB,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,晒,ZH,PART,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,所有,ZH,ADJ,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,recommendation,EN,NOUN,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,letter,EN,NOUN,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,&,EN,NUM,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,scholarship,EN,NOUN,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,咁,ZH,ADV,True,0.26666666666666666
28,要為你前途着想幫你搞晒所有recommendation letter &scholarship 咁既星點搵,既星點搵,ZH,ADJ,True,0.26666666666666666
29,但係其實佢地的確係好勁值得我admire嘅人,但係,ZH,CCONJ,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,其實,ZH,ADV,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,佢,ZH,PRON,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,地,ZH,X,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,的確,ZH,ADV,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,係,ZH,VERB,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,好,ZH,ADV,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,勁,ZH,ADJ,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,值得,ZH,VERB,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,我,ZH,PRON,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,admire,EN,VERB,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,嘅,ZH,PART,True,0.07692307692307693
29,但係其實佢地的確係好勁值得我admire嘅人,人,ZH,NOUN,True,0.07692307692307693
30,仲要題題都答中point,仲要,ZH,ADJ,True,0.16666666666666666
30,仲要題題都答中point,題題,ZH,NOUN,True,0.16666666666666666
